src_ip,dst_ip,src_port,dst_port,protocol,packet_size,timestamp,traffic_volume,packet_flags,payload_content,connection_duration,geolocation_data,dns_request_pattern,user_info
133.45.24.59,161.29.150.201,60588,55964,ICMP,112,2023-10-24 16:03:27,5676,SYN,News star ability affect. Section father carry baby.,3416,Kazakhstan,Normal,crystal88
150.0.39.249,138.73.46.186,35026,64410,TCP,348,2023-10-24 16:25:40,8476,ACK,Dinner word product case. Seem option sport speak war some pressure story.,3555,Bouvet Island (Bouvetoya),Normal,cowens
98.174.219.166,182.24.193.124,27530,6624,TCP,763,2023-10-25 01:34:06,3964,RST,Impact expert television among painting technology.,2373,Sudan,Normal,deckerrobert
157.17.8.148,33.12.6.160,44063,50472,ICMP,1485,2023-10-25 04:56:45,3865,RST,Maintain half magazine fight mention computer at. Too though fear building shake tend.,94,Zimbabwe,Suspicious,caldwellsandra
157.78.49.208,125.170.66.101,14375,30373,ICMP,673,2023-10-25 11:47:15,7884,FIN,Present mother everything east. Itself modern defense country some old box support.,2032,Mali,Suspicious,johnwagner
27.35.108.174,201.9.178.162,54101,47451,UDP,1068,2023-10-25 12:37:00,144,ACK,Sister dark goal rise its degree increase. Work seem half attention.,634,Bouvet Island (Bouvetoya),Normal,scott90
12.253.151.68,206.213.105.26,12064,5744,TCP,1358,2023-10-24 15:50:58,3231,SYN,Stand vote significant. Fact enough six still but eye.,933,Suriname,Suspicious,williamsamanda
20.231.239.207,24.219.22.68,42957,61065,TCP,107,2023-10-25 04:13:06,9824,RST,Exactly help leg weight. Produce wonder those every recent network.,1953,Libyan Arab Jamahiriya,Normal,franklinkristin
210.229.182.8,144.210.119.80,50576,13201,TCP,514,2023-10-25 14:07:07,7028,ACK,Remember realize direction after approach lot rather. Run control song certain.,2861,Armenia,Failed,potterheidi
117.81.157.120,83.108.173.248,2067,10560,UDP,1125,2023-10-25 07:06:44,3797,ACK,Help traditional certain any decide magazine enter take.,3569,Belgium,Suspicious,timothycallahan
203.19.247.95,139.229.226.198,55820,51285,TCP,373,2023-10-25 10:37:30,8727,SYN,Against set choose might. Campaign threat democratic other party price. Each threat pressure play.,2620,Bermuda,Normal,promero
177.152.90.185,152.129.197.148,40444,31690,TCP,937,2023-10-24 21:10:00,8250,SYN,Myself under at reflect throughout result.,1340,Bulgaria,Suspicious,austinhale
6.121.106.65,183.51.126.214,3259,9380,TCP,423,2023-10-25 07:08:13,8824,SYN,Night little well well. Act modern policy service.,1019,Cayman Islands,Failed,taylorthomas
19.168.184.99,50.34.252.77,4872,2488,ICMP,927,2023-10-25 10:05:15,6984,SYN,Herself somebody use new protect. Bit picture value those machine you.,1925,British Indian Ocean Territory (Chagos Archipelago),Normal,eclarke
213.188.194.228,199.10.20.196,27962,64684,TCP,1461,2023-10-24 21:14:55,4982,RST,Church itself region plant.,655,United Arab Emirates,Suspicious,glennkelly
34.148.137.65,118.124.92.91,7767,6692,TCP,717,2023-10-25 13:13:36,5386,RST,Later court forget draw camera note real.,2883,Canada,Normal,christopher78
112.166.27.228,146.145.83.180,29377,58773,ICMP,78,2023-10-24 22:28:13,3001,ACK,"Can current environment every.
Imagine agreement true big know cover pretty.",2181,Uruguay,Suspicious,scottjose
47.56.145.19,32.106.208.224,52672,57981,UDP,1138,2023-10-25 06:00:38,6390,SYN,Half your cover fly. Certain cost machine rock.,82,Poland,Suspicious,jessicaross
39.66.172.96,219.107.15.85,48178,53443,UDP,1324,2023-10-24 19:01:15,4440,RST,Anyone attention itself poor. Site minute woman true chance loss theory.,1110,Lebanon,Normal,ronaldnichols
92.21.204.216,128.21.93.251,2179,31267,ICMP,585,2023-10-25 09:37:47,5982,SYN,Hot drop trial serve. Western southern pay world natural program create.,2590,Ecuador,Suspicious,anthony14
129.68.215.200,191.102.190.48,50730,60017,TCP,1455,2023-10-24 20:43:06,9407,ACK,Group pick fish decision. Affect enter happy economy although member.,1367,Bhutan,Suspicious,ryanpowell
126.45.100.152,63.223.29.19,14266,55649,UDP,266,2023-10-25 03:06:57,7786,SYN,Off wife health discuss from easy. Long choice eye bring fund. Member certain nothing my.,1636,Azerbaijan,Normal,rburton
52.219.193.250,62.128.80.33,48063,65351,TCP,395,2023-10-25 02:15:31,7241,RST,Sister professional eight anyone outside. Reach choose open political meeting.,2188,Serbia,Failed,ojohnson
86.57.81.252,182.39.222.159,55881,20895,ICMP,799,2023-10-25 14:23:59,7011,RST,Responsibility activity summer bar tax around method. Our thus different public draw world well.,1039,Yemen,Failed,joshuarogers
106.48.10.153,7.12.125.116,27497,21005,UDP,131,2023-10-25 10:25:21,9591,SYN,Culture husband treat according thought traditional of. Left that individual growth.,1214,Japan,Failed,perezrebecca
115.250.179.43,25.218.29.32,21978,38125,ICMP,398,2023-10-25 11:37:48,8378,FIN,Health result wrong hit season. Democratic buy good political begin strong no.,3365,Qatar,Normal,bjones
175.181.114.36,191.162.152.11,38857,20482,TCP,772,2023-10-25 07:08:14,9894,SYN,Name grow rock together couple. Information long son religious. Compare enter machine thousand nor.,2246,Comoros,Normal,joshua47
214.195.197.9,87.229.194.36,36091,4763,ICMP,433,2023-10-25 01:55:51,3194,FIN,Everyone where same rock your how performance. Eat smile color possible big skill head.,1455,Norfolk Island,Failed,josephcastro
22.172.76.90,179.231.244.111,34178,26420,ICMP,518,2023-10-25 08:11:18,6336,SYN,Rise look project action collection scientist music school.,2060,Spain,Failed,gbrown
125.110.24.115,177.116.216.20,27724,14645,TCP,1491,2023-10-24 15:19:25,809,SYN,Several suggest radio strategy business who. Wish today look evening support teacher.,2245,Guam,Normal,kimberlyosborne
62.183.27.191,15.242.122.149,57201,41733,ICMP,170,2023-10-25 06:24:35,5816,ACK,Owner chance society participant son sure.,2126,China,Suspicious,pthompson
16.103.31.176,31.154.184.138,63635,38388,ICMP,534,2023-10-25 01:51:49,9447,SYN,Social write now head bill. Require catch how. Animal future piece doctor.,1129,Solomon Islands,Suspicious,wrightmichael
126.128.5.213,210.69.29.213,53490,45221,UDP,348,2023-10-24 20:26:05,5831,SYN,After toward method must. Lot whom environment defense commercial.,1382,Kenya,Normal,ihubbard
196.191.29.52,135.32.57.244,31343,55735,TCP,410,2023-10-24 21:14:05,8824,FIN,Assume south conference your. Actually throw say management. Community avoid body myself family.,787,Lithuania,Normal,lisa92
47.124.66.8,141.38.136.111,23662,21943,ICMP,1312,2023-10-25 02:44:09,8128,RST,Have manager yes job expert begin office. South reach trouble itself help animal American.,2736,Australia,Normal,jacksonkathleen
10.43.112.141,216.159.43.16,62969,21768,ICMP,1490,2023-10-25 04:21:59,8959,ACK,Fly focus much magazine couple. Set performance surface shoulder move summer ground president.,990,Antigua and Barbuda,Suspicious,brownkristin
114.246.4.24,52.110.71.55,51555,25916,UDP,874,2023-10-24 21:57:31,8901,FIN,Sport leave shoulder reach. Can lay bill process attack.,22,Kuwait,Normal,mikedean
175.73.192.37,20.93.3.204,55525,15936,UDP,198,2023-10-24 20:16:31,6009,SYN,Month out hard west. Call Republican this finally ball whether reach.,485,Iceland,Failed,kristenrogers
38.74.150.178,143.90.93.18,36970,37235,UDP,811,2023-10-24 19:48:45,356,SYN,Education several these possible father notice. Fear then also game north writer fall relationship.,273,Puerto Rico,Normal,markwagner
67.255.57.4,109.205.237.191,41310,32694,UDP,860,2023-10-25 14:32:50,5484,SYN,Close even church stage. Property animal key teacher.,2645,Uganda,Suspicious,steven37
107.84.44.190,184.88.21.139,26584,34257,UDP,1449,2023-10-25 07:42:19,1841,FIN,Television another run around sense everybody city rich. Ok standard month loss. Law from specific.,654,Palau,Failed,johntorres
36.17.7.104,1.241.90.15,16941,33274,UDP,282,2023-10-25 02:09:46,5700,ACK,North enter push none trade peace customer. Provide cold break guy not news whatever maintain.,56,Algeria,Suspicious,halldaniel
196.82.176.68,50.59.197.163,50894,28356,UDP,891,2023-10-25 13:15:32,6254,ACK,Religious us mind situation small father same. Use chair common peace lot unit go.,917,Norway,Failed,roachmichelle
126.178.200.248,109.214.217.196,28611,35793,TCP,329,2023-10-25 04:30:47,8533,FIN,Knowledge possible entire foot dream. Way imagine result deal stock he more trade.,1384,Angola,Suspicious,tjordan
156.143.233.224,77.176.115.105,29743,38428,ICMP,500,2023-10-24 15:22:23,6992,SYN,Beat discussion mother art year floor. View determine method ago police. Business travel bit.,3381,Niger,Normal,garzapatricia
54.196.29.6,21.103.114.188,10989,25314,UDP,109,2023-10-25 11:06:47,2190,SYN,Not case everything several recently family. Trouble set sense business something sea gun.,2250,Guinea,Normal,msanchez
22.73.44.26,22.36.22.38,28029,13753,TCP,1249,2023-10-24 20:44:54,6475,SYN,Trip inside join score place seek sister seek. Player clear son. There up hair change voice.,2067,Slovenia,Failed,cfloyd
61.94.192.254,123.56.90.127,58913,28782,ICMP,475,2023-10-25 00:02:48,9675,ACK,Air beat start with collection. Necessary their growth hear which. Condition some commercial.,3389,Antarctica (the territory South of 60 deg S),Failed,louis21
27.166.123.143,171.18.105.9,4947,9070,TCP,703,2023-10-25 09:38:49,4195,FIN,Unit other left reason ten deep. Street stand north miss no. Field list tend measure.,1723,Vietnam,Suspicious,emilyriley
210.95.77.136,198.146.167.44,56347,48426,TCP,1265,2023-10-25 06:29:45,1391,SYN,Financial fear as rather record. The evening away watch growth writer.,2430,Grenada,Normal,amanda72
176.68.163.102,44.231.243.111,20621,60063,UDP,475,2023-10-25 07:42:58,3105,RST,Whom worker per yet message left. Box cover race grow good drive key.,2030,Nigeria,Suspicious,kking
118.25.14.218,140.164.201.25,38918,6019,ICMP,1023,2023-10-25 12:17:00,6399,SYN,Sit like identify blood any break everyone. When plan lead nice its play relate.,737,Svalbard & Jan Mayen Islands,Suspicious,julia35
119.10.166.207,4.33.57.110,9589,55280,ICMP,307,2023-10-25 02:58:38,3983,SYN,Eight great and. Degree four form service mind your. Major others sit board argue.,3518,Grenada,Normal,vickisnyder
168.118.218.43,74.139.80.204,375,11162,UDP,460,2023-10-25 09:19:13,5855,ACK,Sea this why letter several. Evening figure miss. Send away expert without.,2053,Jordan,Suspicious,bfrench
93.190.206.237,167.80.118.136,10793,24087,ICMP,708,2023-10-25 01:02:12,4122,FIN,Why foot if. Culture imagine without west. Grow five child thank brother process last.,3452,Palestinian Territory,Normal,xlarsen
33.98.43.165,156.62.118.169,54864,3049,TCP,180,2023-10-24 14:54:52,2164,FIN,Job support war live guess civil. Media than response citizen.,401,Haiti,Normal,trandouglas
93.26.114.34,129.248.253.103,27603,3238,UDP,680,2023-10-25 11:12:44,5559,SYN,"Majority hot campaign commercial strategy difference general laugh.
Avoid parent actually manager.",1362,Trinidad and Tobago,Failed,andrea56
218.64.188.178,48.94.41.48,7794,38982,ICMP,887,2023-10-25 06:18:10,6906,SYN,Which focus support whether feel director. Wife brother arrive eight. Property man notice see the.,30,Cocos (Keeling) Islands,Suspicious,john49
9.73.8.63,9.210.24.170,41715,30507,TCP,691,2023-10-24 20:31:04,3668,RST,Firm reality no save cause. Hard thousand inside.,2801,Morocco,Failed,levans
174.125.60.233,19.230.209.33,62093,44015,ICMP,1500,2023-10-25 12:34:07,4842,SYN,Himself mother career quality hard receive. Place respond member by article.,114,Algeria,Normal,dpeters
147.111.80.157,114.255.238.253,20293,27172,TCP,257,2023-10-24 19:11:24,5738,FIN,Hair business trip local they detail the. Something they agent.,3582,Solomon Islands,Normal,ooneill
208.237.2.139,119.5.94.77,22685,35768,UDP,1096,2023-10-24 15:12:17,5679,ACK,"Action expert huge speak.
Yourself police responsibility.",3279,Heard Island and McDonald Islands,Failed,markstina
99.119.56.127,216.142.132.245,5873,39598,ICMP,1163,2023-10-24 21:24:11,9168,SYN,Hear family media unit list nature good.,223,Peru,Normal,rebecca31
104.79.83.139,110.48.36.41,50328,11680,ICMP,295,2023-10-25 02:20:41,2926,FIN,"Reality analysis meet evening.
Hot firm toward sell star church fund media. Board check its cover.",2844,Cook Islands,Suspicious,powelllaura
217.4.91.220,184.188.193.49,20839,36457,TCP,743,2023-10-25 06:44:53,5742,ACK,Single within industry. Fill everything worry prepare sing.,1764,Mozambique,Suspicious,willistiffany
78.6.186.80,202.94.87.171,3426,26345,TCP,1266,2023-10-25 09:19:29,7095,SYN,Increase responsibility officer model story station. Song best court. Republican low hundred into.,1818,Iran,Failed,hnewton
177.194.47.74,137.171.41.156,2070,15112,ICMP,625,2023-10-25 01:34:14,918,SYN,Government consider reveal. Listen spring give edge edge consumer along.,300,France,Failed,marshallrobert
195.239.80.170,179.155.235.214,51020,16658,UDP,130,2023-10-25 02:07:50,7539,SYN,Hair act TV how forget idea. Future enough her. Move focus court.,675,Gambia,Failed,laura62
142.132.148.241,142.36.79.103,3133,29264,TCP,438,2023-10-25 08:20:58,6690,RST,Paper imagine others. Field ahead build subject. Less chair run administration share eight.,2126,Kenya,Failed,morganstephanie
128.219.214.54,189.188.229.86,14253,62729,UDP,1186,2023-10-25 01:31:38,7576,SYN,Down attention consider student service challenge. Support daughter arm Mrs.,3300,Gabon,Suspicious,mschneider
71.108.3.222,185.136.255.110,12880,41725,UDP,1273,2023-10-25 00:48:43,2515,ACK,Hope work hundred. Election my rich speech note good.,980,Latvia,Failed,matthewthomas
123.160.64.126,169.187.121.51,531,52783,TCP,1322,2023-10-24 21:20:44,7877,SYN,Writer item western. Age suddenly practice environment heart not.,1083,Montserrat,Suspicious,erin72
166.237.54.13,220.163.58.14,42879,39693,UDP,88,2023-10-24 15:49:31,5154,RST,Me read interesting executive wear. On game good foreign.,2061,Saint Vincent and the Grenadines,Suspicious,tiffany18
187.196.141.160,101.250.34.232,7384,37787,TCP,1216,2023-10-24 15:41:52,2932,RST,Usually best hand guy suggest. Financial side tough dog hundred seven report.,1059,Armenia,Failed,wvargas
120.113.1.221,154.148.94.58,50519,45270,TCP,709,2023-10-24 16:28:55,1907,ACK,Affect environmental part picture cold after. Know wait keep news.,740,Iran,Suspicious,ahumphrey
71.129.118.165,152.128.79.119,62024,21566,UDP,558,2023-10-24 23:17:21,219,SYN,Only these truth southern word. Evening open three miss data reduce agent.,1288,Armenia,Normal,smithcarolyn
107.231.196.144,142.184.218.107,63179,53305,ICMP,840,2023-10-24 21:14:29,6265,RST,Listen front degree clear dinner others better would. Edge watch past bar all.,468,Burundi,Failed,mcoleman
166.252.90.49,67.19.234.65,16877,63096,TCP,1493,2023-10-25 06:13:15,2489,RST,Remember across style four Congress. Practice hold news food deal show.,935,Afghanistan,Failed,paulbryan
65.155.217.69,162.111.232.229,59611,44612,ICMP,1144,2023-10-25 11:44:51,3380,RST,Game ever very late group add.,44,Paraguay,Normal,cmoses
161.122.38.66,39.218.38.85,30015,50837,TCP,1334,2023-10-25 09:05:00,2550,FIN,Game air manage thank. Religious rise experience. Traditional only success claim magazine issue.,3557,Norway,Normal,camacholauren
195.220.7.101,168.42.80.227,34423,1394,UDP,309,2023-10-25 11:05:18,7197,SYN,Effort for heart defense wonder nature understand. Trade consumer fall dream whose threat air.,1623,Tonga,Suspicious,utorres
172.95.23.131,34.83.79.75,31452,43784,UDP,1109,2023-10-25 05:37:09,3162,ACK,Drive hundred meeting without us reflect. Amount where officer beyond design woman.,3047,Gabon,Suspicious,jonesrebecca
6.28.19.101,133.8.248.161,14320,33550,ICMP,149,2023-10-24 21:25:34,1484,SYN,Fill church officer factor financial. Open already believe. Along business offer.,276,Oman,Suspicious,milleramanda
85.165.156.120,19.141.221.151,7667,47077,ICMP,941,2023-10-25 07:28:40,9776,FIN,Exist way response reduce. Let picture money arrive network decade. Financial guy poor defense.,1422,Saint Kitts and Nevis,Suspicious,mhobbs
76.66.208.62,173.27.115.188,41102,45989,ICMP,942,2023-10-24 15:19:25,9582,SYN,Model his staff about spring bring. Kitchen current build woman. Third cultural more already.,3563,Aruba,Normal,james31
171.143.242.101,104.113.23.171,22285,16887,UDP,1134,2023-10-24 21:06:12,7670,FIN,Accept smile our top hold himself few feel. Once life through order.,1838,Angola,Failed,floydnathan
67.192.145.144,206.199.107.7,63734,42464,ICMP,1293,2023-10-25 08:38:57,8537,RST,My call federal right. Medical rich mean. Major management ever address from purpose.,2752,Bosnia and Herzegovina,Normal,smithdawn
191.167.163.220,92.187.52.13,41567,37496,TCP,164,2023-10-25 02:28:47,4001,FIN,Ago wonder well feel treat. Sound rock assume. Read peace born attack family activity itself.,2112,Afghanistan,Failed,camachoantonio
83.137.149.4,203.151.235.141,55668,37148,ICMP,391,2023-10-25 00:08:05,1965,ACK,Rise region environmental away coach part. Test about class site floor glass.,1378,Palestinian Territory,Failed,brian67
133.236.155.114,63.9.150.23,24553,18460,UDP,955,2023-10-24 16:16:08,6731,FIN,Table network ten gas north. Firm threat marriage physical just to. Series other something can.,962,Mexico,Suspicious,lisa71
72.246.231.40,124.40.68.13,58047,50223,ICMP,586,2023-10-25 10:34:02,6445,SYN,Might level same sort. Lay five top hard return seem. Fine white recently thank.,2579,Anguilla,Failed,juan21
100.38.109.197,187.5.227.13,24804,8541,TCP,956,2023-10-25 07:46:44,2279,ACK,With allow kid especially book.,28,Iran,Normal,qford
159.184.29.236,205.37.14.55,45665,60405,TCP,338,2023-10-25 04:17:32,4654,FIN,Consider provide trade these case.,808,Turkmenistan,Suspicious,lindamills
155.120.57.71,165.134.36.253,32028,63929,UDP,101,2023-10-24 21:27:46,1506,SYN,Walk on really cell just will short. Media ball race form senior poor. Herself open protect design.,1007,Ecuador,Failed,khill
207.12.183.162,153.82.83.98,10076,16373,TCP,493,2023-10-25 00:04:31,3543,RST,Wear daughter east push. Assume century expect force break anyone. Year bit smile human.,800,Barbados,Normal,morganserrano
64.165.128.35,57.228.48.165,22375,1276,TCP,67,2023-10-25 14:02:53,7421,SYN,Do traditional program fill. Station answer begin born nor.,1741,Zambia,Suspicious,carpentergregory
29.164.70.157,181.120.247.160,23930,1440,TCP,1385,2023-10-24 22:40:39,4441,RST,Magazine garden west base. Western action serious prepare maybe. Sister place laugh.,2178,Brazil,Normal,matthew78
157.133.139.82,41.66.195.109,42292,33221,ICMP,229,2023-10-25 04:55:36,6220,FIN,Threat everyone thus standard foreign. Inside enter dream remain.,2282,Liechtenstein,Failed,milesstephen
54.139.113.207,11.101.251.129,37986,16126,ICMP,69,2023-10-24 23:50:41,4372,RST,Police position environmental minute personal huge everybody.,2682,Cayman Islands,Normal,vanessa81
47.62.78.234,9.44.236.4,48114,52280,UDP,1066,2023-10-25 14:11:45,2405,FIN,Attack want your election generation degree Mrs buy. Tonight down floor program.,1364,Andorra,Failed,fwang
174.35.42.108,138.138.26.17,23284,42151,TCP,664,2023-10-24 20:47:02,2862,ACK,Kitchen artist industry none reflect turn actually. Leg find PM radio seven thank certainly seem.,2745,Cape Verde,Suspicious,veronica24
4.184.236.64,42.153.9.243,39252,5179,TCP,1389,2023-10-25 12:11:31,9268,SYN,Memory table half entire expect hope. Get pressure response we.,688,New Zealand,Suspicious,nguyenpamela
104.174.153.71,49.87.44.159,31556,13404,ICMP,271,2023-10-24 15:03:33,9500,RST,Law cost forward.,3432,Congo,Normal,allisonkane
79.110.156.167,11.96.66.251,49088,29608,ICMP,465,2023-10-25 10:09:39,5906,ACK,Treatment performance up. Year much whatever go top nation. And simple light kid on think oil hear.,1896,Comoros,Suspicious,jacobtorres
193.186.180.149,63.12.219.158,19123,9730,TCP,738,2023-10-25 01:05:44,1401,RST,Analysis explain write positive. Painting Republican senior fill everything strategy billion.,2674,Zambia,Normal,douglaswatkins
48.185.103.247,205.166.3.222,34579,21222,UDP,481,2023-10-24 22:07:16,5389,FIN,Camera amount dark some. Involve would compare together respond must.,1603,Lithuania,Failed,ian59
209.71.97.84,75.173.54.96,49554,53944,UDP,395,2023-10-25 05:07:02,6996,ACK,Pick perform win season. Kind these police why rock hand race often. Defense far point.,3173,Saint Martin,Suspicious,davisdenise
154.70.84.222,44.38.64.113,11873,18936,TCP,531,2023-10-25 01:37:58,7747,SYN,Production daughter pressure side. Plan follow democratic pattern management animal none.,394,Portugal,Normal,allendale
33.253.242.86,68.123.107.230,7025,13195,UDP,510,2023-10-24 19:35:22,9560,FIN,Address pass simply shoulder star. Record although personal rule parent.,697,Peru,Normal,douglaszachary
131.154.174.175,191.139.3.198,29175,39332,UDP,300,2023-10-25 08:42:04,3163,FIN,Affect stop stuff page realize.,665,Puerto Rico,Suspicious,heather89
60.0.172.68,46.34.189.237,10656,58239,UDP,420,2023-10-25 08:10:52,3033,RST,Role whom inside raise magazine. Drop traditional rate authority rate above.,1364,South Georgia and the South Sandwich Islands,Failed,layala
208.241.243.36,155.133.188.102,41536,8533,TCP,1385,2023-10-25 07:14:09,8483,RST,"Visit trip mouth off happy medical.
Every would notice allow serve support.",1451,Jamaica,Normal,emily69
175.94.185.147,43.123.155.124,29306,32589,UDP,858,2023-10-25 10:42:28,8335,FIN,Weight bill firm economic.,257,Cayman Islands,Normal,twhitehead
12.170.50.35,155.75.134.102,44830,10502,TCP,1351,2023-10-25 10:41:28,8028,RST,Benefit begin modern human yet. Bill life finally drive other.,2545,Palau,Failed,pvillarreal
72.53.137.34,28.194.133.138,17398,21812,UDP,1164,2023-10-25 05:21:25,4521,FIN,Police final bring window player space including.,107,Puerto Rico,Suspicious,bruceshelton
181.106.130.169,130.136.48.57,28746,15817,TCP,964,2023-10-24 21:42:59,7183,SYN,Offer wrong stage seek million sort discover. Determine walk someone.,412,Central African Republic,Normal,martinezjanet
179.7.1.91,54.66.53.179,19,37998,TCP,1458,2023-10-24 17:16:51,631,ACK,Message include possible. Need represent car per represent.,1003,Sao Tome and Principe,Suspicious,robbinstamara
195.217.220.236,78.193.216.173,42226,10358,ICMP,582,2023-10-24 20:59:33,2712,ACK,"Practice street short serve.
Must thing cultural air four old. Television city probably certainly.",1145,Syrian Arab Republic,Failed,amandafisher
152.111.203.51,66.26.100.84,60712,25502,ICMP,466,2023-10-24 16:38:34,6563,RST,Vote purpose part still though. Message environmental stage article successful TV.,1027,Tuvalu,Failed,jose24
20.141.187.58,12.138.173.52,24879,42561,ICMP,150,2023-10-24 19:50:09,7227,RST,The discuss smile. Choice right institution understand clear account.,1642,Morocco,Failed,sandra33
148.177.124.179,61.67.168.19,41622,26624,ICMP,591,2023-10-24 17:33:52,9695,FIN,Other a ball design condition over. Reality safe make most describe safe reach financial.,1099,Tonga,Suspicious,susancunningham
62.137.187.73,28.76.22.10,11428,55950,UDP,467,2023-10-25 13:32:02,7635,ACK,Treat girl note herself fund. Lead gun light human able blue rock positive.,2498,Taiwan,Normal,jstevenson
31.74.227.184,63.14.109.20,5943,48016,ICMP,1083,2023-10-24 16:47:17,9761,SYN,"Both work assume quality perhaps.
Instead wind but. Hand best win state body skill she price.",3168,New Caledonia,Normal,vnewman
188.252.88.192,218.64.220.34,48867,64490,ICMP,203,2023-10-24 15:30:10,325,SYN,Season decision pattern per energy financial exist.,3348,Bahrain,Suspicious,lawrencechang
176.134.213.126,66.204.105.150,17085,29656,UDP,816,2023-10-24 23:10:44,2222,ACK,Management direction effort father. Move herself near laugh. Remain his during opportunity world.,3157,Cuba,Normal,ujones
115.0.86.29,42.212.47.189,255,15878,UDP,1001,2023-10-24 19:48:00,6130,ACK,Very leader from sometimes up no. Myself strategy represent fly write.,2541,Uruguay,Suspicious,catherinebass
39.167.147.243,5.187.79.96,52049,2746,TCP,94,2023-10-25 07:02:26,6951,SYN,Ago investment inside discuss memory stage. Although senior per day head weight outside.,1987,Lebanon,Failed,oortega
82.48.81.18,34.129.47.54,58261,63428,UDP,283,2023-10-24 22:41:23,4997,FIN,"Pick someone board make easy father seem.
Offer career woman yes to that. Hear guess compare.",1565,Grenada,Normal,hunterraymond
163.125.105.254,216.200.175.216,17930,133,TCP,1193,2023-10-25 00:56:13,7489,SYN,"Nearly these pretty stock soldier back.
Blue some side consider. Like part help I.",956,Afghanistan,Failed,daniel84
75.209.96.127,42.255.240.35,18963,19738,TCP,785,2023-10-25 06:02:12,9330,SYN,Agree four cover message green.,3159,Bulgaria,Failed,sarah13
123.244.189.1,187.175.108.152,11566,47077,UDP,622,2023-10-24 19:28:23,5006,FIN,Scene win magazine and mouth outside during. Economy dinner finish budget group operation war.,30,French Polynesia,Failed,pbryant
130.244.51.70,75.158.72.143,17752,12316,ICMP,603,2023-10-25 10:11:38,2286,RST,Prevent long force physical.,970,Mayotte,Suspicious,chad18
171.36.251.194,71.149.142.59,55630,21762,UDP,780,2023-10-25 00:11:23,2354,FIN,Kitchen discover close long. Against beat hour bring of level inside.,1513,Anguilla,Failed,corywallace
110.5.129.71,93.127.250.242,17634,6107,ICMP,1085,2023-10-25 09:10:19,2220,SYN,As idea order create air rather. Eat when base sea rise into half.,2248,Nicaragua,Normal,parsonsemily
67.215.129.203,51.107.223.101,48798,51067,ICMP,1171,2023-10-25 14:30:53,9107,SYN,System federal so talk explain view. Trouble agency least garden least. Sound game value rock.,799,American Samoa,Normal,julia56
221.71.26.206,173.136.11.167,19861,6846,ICMP,1202,2023-10-25 00:45:44,3016,FIN,Perform try today himself. Star rise your we. Animal citizen its anyone treatment its individual.,2907,Oman,Failed,shellyhill
149.125.186.64,194.100.232.115,45531,32029,TCP,812,2023-10-24 15:09:47,2030,FIN,Region camera money official concern truth kid. Discover strong somebody stuff foot first once.,1932,Gabon,Normal,chloe70
196.229.48.11,212.49.53.70,36590,52650,UDP,464,2023-10-25 04:11:58,6783,RST,Opportunity suggest popular. Director resource others even happy truth.,2479,Christmas Island,Suspicious,nsutton
52.148.138.68,214.75.102.51,63467,58338,TCP,894,2023-10-25 06:46:15,5168,ACK,Dinner until herself risk every sure. Language kitchen off news.,1928,Haiti,Normal,victoria58
133.164.14.81,106.118.165.206,18002,10781,UDP,432,2023-10-25 12:59:29,6256,ACK,Than ability character find operation. First letter not doctor out.,1216,Jordan,Failed,nbarnes
91.156.154.174,141.118.30.214,63547,6773,TCP,342,2023-10-24 21:08:42,9362,SYN,"Environment find include.
Reach want fast hard ability evening series. Mouth trade top.",3119,Tuvalu,Suspicious,karenhopkins
43.243.125.151,104.124.157.124,37492,24029,UDP,1339,2023-10-25 02:23:41,5269,RST,Mr wonder point billion. Civil cut environmental end. Right which these back line people.,2734,Trinidad and Tobago,Suspicious,nancy12
151.172.127.92,212.153.1.76,24437,20094,ICMP,1451,2023-10-24 20:26:49,9574,SYN,Including ground later effect recent outside. Road have physical outside.,3140,Costa Rica,Failed,oschneider
91.148.227.138,76.14.231.148,55258,35594,TCP,94,2023-10-25 07:54:55,7789,SYN,Follow respond leader away. May argue position offer probably south. Short animal together between.,1886,Dominica,Failed,zacharywilliams
77.226.123.201,207.81.188.220,40961,60522,TCP,632,2023-10-24 15:24:14,4102,ACK,Artist also light prepare go. Picture thing somebody moment property view draw.,1092,Philippines,Failed,juliesteele
221.248.11.164,169.89.90.106,25628,9792,ICMP,1271,2023-10-25 10:30:35,3354,SYN,Attack choose food. Yet truth performance sign practice yourself.,2280,Western Sahara,Normal,kyleharris
97.13.194.86,17.4.185.106,61545,41232,TCP,296,2023-10-25 13:57:13,531,FIN,Continue play within word with amount. Cultural give PM edge later put.,2319,Mauritius,Normal,dakotasanchez
193.34.104.129,27.85.250.20,16411,25422,UDP,951,2023-10-24 23:24:07,9923,ACK,East day see discuss report. Detail rest family fund.,323,Tajikistan,Failed,mcdanielbrandy
28.219.106.150,48.191.179.169,25110,31661,TCP,612,2023-10-24 22:47:47,8500,ACK,Born quite specific realize let talk. Our bar attention every alone similar investment.,645,British Indian Ocean Territory (Chagos Archipelago),Failed,lgray
143.3.59.165,13.251.96.138,24611,3327,ICMP,438,2023-10-25 04:55:00,1276,ACK,Challenge open source increase page would all. This according fish success team.,424,Afghanistan,Suspicious,larryperez
